year,category,region,nhospotal,nbeds,ybeds,nill,nvillage_ill,bed_days,dvisits,hvisits,ndoctors,nnursing
2010,-офтальмолог.,Дніпропетровська,1,150,150,6411,1971,52755,22710,0,31.5,61
2010,-офтальмолог.,Донецька,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Запорізька,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Київська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Луганська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Львівська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Миколаївська,1,140,140,5528,1612,48408,28745,0,32.5,75.75
2010,-офтальмолог.,Одеська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Полтавська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Харківська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-офтальмолог.,м.Київ,1,245,245,18577,2542,45180,76649,0,129.75,158.75
2010,-офтальмолог.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Вінницька,2,135,135,2646,1514,50026,0,0,15.5,51.25
2010,-віднов.лікув.,Волинська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Донецька,2,420,420,6103,614,143275,20695,0,53,175.25
2010,-віднов.лікув.,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Запорізька,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Київська,1,75,75,1464,424,30182,1208,0,7.25,32.75
2010,-віднов.лікув.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Луганська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Львівська,3,340,340,6588,1528,107745,0,0,33.5,129.75
2010,-віднов.лікув.,Миколаївська,1,38,38,969,491,14240,31798,0,11.75,32.75
2010,-віднов.лікув.,Одеська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Полтавська,1,80,80,2067,796,23855,95388,13051,60,79
2010,-віднов.лікув.,Рівненська,1,60,60,1293,575,21707,0,0,5.75,29.5
2010,-віднов.лікув.,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Харківська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,Чернівецька,1,165,169.6,2663,1542,51281,0,0,5,24.75
2010,-віднов.лікув.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,-віднов.лікув.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Вінницька,1,20,20,297,98,5060,14773,0,21.75,24.5
2010,Центр бор.зі СНІД,Волинська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Дніпропетровська,1,30,30,389,108,9276,8456,0,14.25,18
2010,Центр бор.зі СНІД,Донецька,1,60,60,745,46,19191,37618,0,36.75,43
2010,Центр бор.зі СНІД,Житомирська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Закарпатська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Запорізька,1,30,30,373,57,8373,14821,0,33,40.75
2010,Центр бор.зі СНІД,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Київська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Луганська,1,25,25,349,19,9088,16651,0,33,37.5
2010,Центр бор.зі СНІД,Львівська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Миколаївська,1,60,60,634,178,19874,36575,0,19.25,31.5
2010,Центр бор.зі СНІД,Одеська,1,50,50,609,188,16664,17987,57,21.75,29.5
2010,Центр бор.зі СНІД,Полтавська,1,20,20,180,45,4946,14364,1,22.5,32
2010,Центр бор.зі СНІД,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Сумська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Тернопільська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Харківська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Хмельницька,1,30,30,215,68,4878,8594,4,13.75,17
2010,Центр бор.зі СНІД,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Чернівецька,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,Центр бор.зі СНІД,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Автономна pеспубліка Крим,3,450,450,6495,855,121000,0,0,32.5,110
2010,-інші лікарні,Вінницька,1,200,200,3269,1184,72067,2411,0,22.5,71.5
2010,-інші лікарні,Волинська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Дніпропетровська,1,340,340,5081,745,106543,0,0,32.75,114.25
2010,-інші лікарні,Донецька,1,320,320,5580,317,118851,97223,0,148.5,268.75
2010,-інші лікарні,Житомирська,2,150,150,3658,1315,51095,11167,0,56.5,99
2010,-інші лікарні,Закарпатська,4,440,460,6708,3314,115420,27036,0,99.25,205.5
2010,-інші лікарні,Запорізька,1,75,75,2589,559,25443,92722,0,45.25,62
2010,-інші лікарні,Івано-Франківська,1,40,40,1318,478,15349,18228,0,24.5,19.75
2010,-інші лікарні,Київська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Луганська,1,50,50,904,101,16801,211,0,2.75,16.25
2010,-інші лікарні,Львівська,2,100,100,2540,768,34688,88929,142,27.5,51
2010,-інші лікарні,Миколаївська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Одеська,2,95,95,2110,543,34053,40488,64,13,30.5
2010,-інші лікарні,Полтавська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Рівненська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Сумська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Тернопільська,2,350,350,7271,3637,138463,0,0,26.75,108
2010,-інші лікарні,Харківська,2,675,675,21976,3265,236940,42986,0,210,452
2010,-інші лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Хмельницька,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Черкаська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,Чернівецька,1,30,30,778,570,11119,14048,0,13.25,33.5
2010,-інші лікарні,Чернігівська,0,0,0,0,0,0,0,0,0,0
2010,-інші лікарні,м.Київ,6,1252,1252,33202,2448,428936,187854,1327,507.75,1101
2010,-інші лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Ц Р Л,Автономна pеспубліка Крим,12,3307,3277,102083,64037,1037270,3226148,128130,1310.25,2651.7
2010,Ц Р Л,Вінницька,27,5530,5530,195549,120135,1835934,6488349,346296,2225.75,4645.5
2010,Ц Р Л,Волинська,16,3114,3111,108685,66054,1058671,4086377,201882,1331.75,2663
2010,Ц Р Л,Дніпропетровська,22,4224,4238,131145,70696,1381521,4081626,140033,1496,3290.75
2010,Ц Р Л,Донецька,17,3631,3655,117668,38306,1222017,4138506,211052,1423.25,3289.25
2010,Ц Р Л,Житомирська,22,3381,3391.9,123161,70530,1089866,5137473,259609,1577,3390.25
2010,Ц Р Л,Закарпатська,5,1719,1727,51098,27922,528117,1690031,149554,710.5,1423.25
2010,Ц Р Л,Запорізька,20,3335,3358,96991,50728,1061765,3227124,140944,1188.75,2628
2010,Ц Р Л,Івано-Франківська,14,4239,4279,134870,92336,1405502,3319490,254503,1699.75,3157.75
2010,Ц Р Л,Київська,25,6145,6151,200593,94239,2023770,6981298,350447,2670.75,5329.75
2010,Ц Р Л,Кіровоградська,21,3407,3411,117599,57467,1188379,3116866,140709,1215.5,2854.25
2010,Ц Р Л,Луганська,17,3545,3559,106067,41036,1217554,2928999,157239,1229,2475.25
2010,Ц Р Л,Львівська,19,5130,5130,151763,96214,1668311,4594014,265401,1927.5,3740
2010,Ц Р Л,Миколаївська,19,3001,3001,105047,50936,1026792,4535230,178966,1127,2371.75
2010,Ц Р Л,Одеська,25,4985,5009,145712,86066,1591171,4116945,198973,1498.75,3380.25
2010,Ц Р Л,Полтавська,25,4379,4385,135242,69867,1330284,5069990,272001,1715.5,3643
2010,Ц Р Л,Рівненська,14,3308,3308,110332,72728,1101127,4048081,217376,1314.5,2719.5
2010,Ц Р Л,Сумська,18,4595,4603.26,139292,49768,1457840,4432140,360036,1692.25,4081.25
2010,Ц Р Л,Тернопільська,17,3679,3683,119057,79322,1256166,5484787,350905,1583.75,3075.75
2010,Ц Р Л,Харківська,25,3905,3905,128700,51380,1273384,5859866,297946,1946.5,3919
2010,Ц Р Л,Херсонська,18,2723,2733.6,92133,45902,898034,2906537,129942,1069.5,2480.25
2010,Ц Р Л,Хмельницька,20,4590,4629.95,159799,97634,1532653,5070561,249973,1909.5,3855
2010,Ц Р Л,Черкаська,20,3872,3872,141331,84225,1297186,4611019,223187,1708,3531.25
2010,Ц Р Л,Чернівецька,11,2469,2538.53,83009,58004,875640,2797184,112492,1005.5,1809.75
2010,Ц Р Л,Чернігівська,22,4664,4658.9,130193,66573,1478828,3346347,142023,1279,3201.25
2010,Ц Р Л,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,Ц Р Л,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,Автономна pеспубліка Крим,7,778,778,24439,13773,264889,890212,53711,307.25,615.25
2010,Районні лікарні,Вінницька,8,384,387,12266,7332,131115,480984,43579,135.25,333.5
2010,Районні лікарні,Волинська,6,305,305,10099,5961,110385,481821,25855,118.5,263.75
2010,Районні лікарні,Дніпропетровська,1,45,45,1353,397,14175,59835,5475,20.5,32.75
2010,Районні лікарні,Донецька,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,Житомирська,1,70,70,2149,2149,25055,34020,4235,14,50
2010,Районні лікарні,Закарпатська,10,3064,3070,94421,61487,1013465,2626837,129530,1038.5,2152
2010,Районні лікарні,Запорізька,3,125,125,3690,1290,44497,151435,13882,48.5,98
2010,Районні лікарні,Івано-Франківська,10,850,851,24413,16183,278390,975130,81665,332.75,717.75
2010,Районні лікарні,Київська,6,485,490,14813,5411,162565,496069,34626,180.25,407.25
2010,Районні лікарні,Кіровоградська,1,25,25,702,0,8181,22319,3000,9.5,24
2010,Районні лікарні,Луганська,3,180,182,5628,1999,64709,187371,10680,67.75,146.75
2010,Районні лікарні,Львівська,20,1915,1915,54738,32534,653679,1534796,117677,541.5,1227
2010,Районні лікарні,Миколаївська,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,Одеська,3,180,180,5094,4441,52890,127010,11836,41,108
2010,Районні лікарні,Полтавська,9,362,362,8951,6062,107120,311529,36091,113.25,279.5
2010,Районні лікарні,Рівненська,9,665,665,22162,16778,225067,613692,52601,202.75,476.75
2010,Районні лікарні,Сумська,1,25,25,827,393,8529,7967,1677,6.5,14
2010,Районні лікарні,Тернопільська,12,831,831,25933,17937,276417,1151681,114458,285,651.75
2010,Районні лікарні,Харківська,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,Хмельницька,10,400,400,11595,7789,134801,425368,35440,126,305.25
2010,Районні лікарні,Черкаська,4,185,191,6628,6260,65548,199158,14867,62.5,145.5
2010,Районні лікарні,Чернівецька,1,115,115,3142,2088,38360,94209,8293,30.5,77.75
2010,Районні лікарні,Чернігівська,15,545,553.3,15666,6183,192500,464751,41573,153.25,393
2010,Районні лікарні,м.Київ,0,0,0,0,0,0,0,0,0,0
2010,Районні лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2010,Дільничні лікарні,Автономна pеспубліка Крим,11,375,375,9051,7085,125684,331495,46890,127.5,220.25
2010,Дільничні лікарні,Вінницька,40,671,673,21383,20295,223470,476097,101157,159.75,521.5
2010,Дільничні лікарні,Волинська,13,148,148,4741,4525,52536,123478,25617,44.25,137.25
2010,Дільничні лікарні,Дніпропетровська,29,482,487,11763,11485,137824,285445,46851,119,364.75
2010,Дільничні лікарні,Донецька,10,190,190,5302,3690,61008,87513,14583,35.75,115
2010,Дільничні лікарні,Житомирська,20,310,311.4,10200,10146,109088,231516,31519,65,220.5
2010,Дільничні лікарні,Закарпатська,21,469,495,12856,12856,151216,363890,103956,153.25,401.5
2010,Дільничні лікарні,Запорізька,20,330,337,7935,7437,94145,276885,40800,98.75,288
2010,Дільничні лікарні,Івано-Франківська,4,66,66,1726,1726,21687,36393,8162,18,51
2010,Дільничні лікарні,Київська,31,520,523,15772,14130,179213,388973,46621,153,423.75
2010,Дільничні лікарні,Кіровоградська,20,240,240,6601,6513,80094,141429,22503,58.75,214
2010,Дільничні лікарні,Луганська,14,218,218,5793,2789,80921,248427,20926,87.5,231.75
